timestamp,sample_duration,num_reads,read_cycles,num_writes,write_cycles,num_flushes,flush_cycles,read_cycles_samples,write_cycles_samples,flush_cycles_samples,bytes_read,bytes_written,retired_rw,retired_movnti,retired_movntq,retired_movntqd,retired_movntps,retired_mfence,retired_sfence,retired_lfence,wpq_inserts,rpq_inserts,wpq_occupancy,rpq_occupancy,dram_rpq_inserts,dram_rpq_occupancy,unc_ticks,total_read_write,retired_all_stores,l3_misses_local_pmm,l3_misses_remote_pmm,any_scoop_pmm,any_scoop_l3_miss_dram,total_addr_distance
350136624,2501711,0,0,307672,31208,80,0,0,1202,0,0,2460829,65,0,307607,0,0,0,0,0,38503,73,4260292,0,0,0,2993480,256976779,0,0,0,255678,46040674,78
355138172,2500413,0,0,306905,32318,78,0,0,1199,0,0,2454632,72,0,306833,0,0,0,0,0,38411,70,4252001,0,0,0,2993464,262236082,0,0,0,255832,46699723,69
360139506,2500874,0,0,302051,40121,58,0,0,1180,0,0,2415966,54,0,301997,0,0,0,0,0,37798,49,4178689,0,0,0,2994492,267546715,0,0,0,255972,47365206,70
365141826,2501604,0,0,303825,31130,94,0,0,1187,0,0,2429918,82,0,303743,0,0,0,0,0,38034,91,4211730,0,0,0,2995198,272930769,0,0,0,256159,48039914,72
370143172,2500689,0,0,306904,35633,80,0,0,1199,0,0,2454663,63,0,306841,0,0,0,0,0,38410,66,4254528,0,0,0,2992251,278200325,0,0,0,256310,48700259,66
375144992,2500927,0,0,304596,27774,88,0,0,1190,0,0,2436110,78,0,304518,0,0,0,0,0,38120,79,4218443,0,0,0,2993624,283475882,0,0,0,256496,49361355,71
380148154,2502357,0,0,302548,28049,88,0,0,1182,0,0,2419738,78,0,302470,0,0,0,0,0,37871,84,4203752,0,0,0,2995679,288743181,0,0,0,256684,50021430,67
385149770,2500374,0,0,306392,29786,80,0,0,1197,0,0,2450521,73,0,306319,0,0,0,0,0,38349,85,4252382,0,0,0,2993301,294078232,0,0,0,256859,50689970,71
390151986,2500001,0,0,305107,30539,90,18,0,1191,1,0,2440225,73,0,305034,0,0,0,0,0,38191,81,4216963,0,0,0,2992329,299355911,0,0,0,257043,51351314,74
395154564,2501550,0,0,303068,30585,72,0,0,1184,0,0,2423997,65,0,303003,0,0,0,0,0,37927,67,4199273,0,0,0,2994732,304641944,0,0,0,257198,52013700,71
400157447,2501706,0,0,305366,34078,84,0,0,1193,0,0,2442316,72,0,305294,0,0,0,0,0,38222,78,4232073,0,0,0,2995264,309940026,0,0,0,257368,52677636,73
405158696,2500337,0,0,302804,29827,88,0,0,1183,0,0,2421814,74,0,302730,0,0,0,0,0,37904,78,4195158,0,0,0,2993494,315178877,0,0,0,257542,53334163,68
410162923,2502299,0,0,305619,29904,90,0,0,1194,0,0,2444229,89,0,305530,0,0,0,0,0,38254,88,4223390,0,0,0,2994515,320480957,0,0,0,257716,53998580,72
415163870,2500381,0,0,305623,30461,82,30,0,1193,1,0,2444381,73,0,305550,0,0,0,0,0,38253,78,4222717,0,0,0,2993816,325814064,0,0,0,257884,54666898,70
420165348,2500445,0,0,304086,31103,84,0,0,1188,0,0,2432178,62,0,304024,0,0,0,0,0,38065,81,4233718,0,0,0,2994404,331184068,0,0,0,258065,55339794,67
425168192,2500865,0,0,303319,30035,82,0,0,1185,0,0,2425970,70,0,303249,0,0,0,0,0,37970,76,4206666,0,0,0,2994172,336461757,0,0,0,258238,56001171,69
430168503,2500041,0,0,302808,43607,80,0,0,1183,0,0,2421896,68,0,302740,0,0,0,0,0,37898,83,4196828,0,0,0,2993500,341706605,0,0,0,258414,56658419,68
435171096,2501047,0,0,303832,27970,80,0,0,1187,0,0,2430117,65,0,303767,0,0,0,0,0,38025,78,4220538,0,0,0,2992698,347064312,0,0,0,258572,57329867,71
440174691,2502128,0,0,306649,31242,78,0,0,1198,0,0,2452599,71,0,306578,0,0,0,0,0,38377,80,4236633,0,0,0,2993563,352389275,0,0,0,258741,57997245,75
445176165,2501400,0,0,304850,28943,92,0,0,1191,0,0,2438188,72,0,304778,0,0,0,0,0,38157,83,4226514,0,0,0,2994829,357697673,0,0,0,258912,58662449,75
450176951,2500515,0,0,306904,30373,80,0,0,1199,0,0,2454710,62,0,306842,0,0,0,0,0,38415,72,4247700,0,0,0,2993529,363018493,0,0,0,259070,59329200,69
455180015,2502121,0,0,306391,31335,82,0,0,1197,0,0,2450596,60,0,306331,0,0,0,0,0,38345,80,4241564,0,0,0,2994262,368367861,0,0,0,259259,59999550,66
460182591,2501289,0,0,303827,28012,90,0,0,1187,0,0,2429969,81,0,303746,0,0,0,0,0,38036,87,4207469,0,0,0,2994908,373639374,0,0,0,259459,60660148,73
465184665,2500411,0,0,305881,29422,78,48,0,1193,2,0,2446479,71,0,305810,0,0,0,0,0,38285,70,4232270,0,0,0,2993806,378943857,0,0,0,259622,61324851,75
470185604,2500298,3846,979,302035,32359,78,0,14,1181,0,30544,2186293,36687,0,269194,0,0,0,0,0,34202,1215,3780948,0,0,0,2993366,384010447,0,7,0,260938,61988513,74
475187366,2501265,23671,3053,277584,22692,114,19,98,1078,1,188080,2219570,23813,0,277442,0,0,0,0,0,34763,4086,3861680,0,0,0,2994755,389196484,0,101,0,269065,62638900,117
480188701,2500237,28205,2122,268947,23343,128,0,113,1048,0,224492,2150440,28353,0,268799,0,0,0,0,0,33691,4734,3735008,0,0,0,2993377,394385740,0,211,0,279404,63289732,122
485190312,2500683,25032,1811,274941,24407,118,0,98,1074,0,199234,2112334,37474,0,262499,0,0,0,0,0,32940,4416,3666169,0,0,0,2993265,399188681,0,307,0,289185,63953176,113
490193450,2501460,26012,2339,274982,23734,124,0,103,1073,0,206899,2198627,26175,0,274819,0,0,0,0,0,34442,4327,3821290,0,0,0,2994824,404343498,0,414,0,298212,64599688,114
495196153,2501561,28544,2707,269378,22913,124,19,113,1050,1,227029,2153830,28702,0,269220,0,0,0,0,0,33760,4978,3763412,0,0,0,2994833,409478255,0,526,0,307212,65243649,146
500200363,2502364,22012,2300,270542,25850,108,0,84,1059,0,175011,2077462,34406,0,258148,0,0,0,0,0,32405,4014,3602804,0,0,0,2996607,414500271,0,635,0,316522,65884251,144
505203266,2502721,26977,2545,274013,23337,132,0,105,1071,0,214493,2190782,27151,0,273839,0,0,0,0,0,34329,4646,3819000,0,0,0,2996427,419712135,0,739,0,325968,66537933,115
510204620,2501281,19531,1679,285061,24974,96,0,76,1114,0,155373,2279518,19661,0,284931,0,0,0,0,0,35689,3280,3963244,0,0,0,2994755,425008393,0,845,0,334444,67202127,136
515205042,2500076,22341,1896,278658,23527,114,0,87,1089,0,177650,2228127,22488,0,278511,0,0,0,0,0,34912,3835,3889670,0,0,0,2993342,430142399,0,949,0,343613,67846070,109
520205756,2500623,24516,2233,265743,23785,90,0,92,1042,0,195316,2125078,24630,0,265629,0,0,0,0,0,33269,4115,3713979,0,0,0,2992726,435302045,0,1052,0,352399,68493079,117
525207677,2500959,22393,1877,280151,24756,96,18,89,1092,1,178003,2240409,22494,0,280050,0,0,0,0,0,35078,3998,3876949,0,0,0,2994483,440564462,0,1155,0,360933,69152935,120
530209324,2500345,18741,2076,282762,24883,130,0,75,1103,0,148906,2260789,18914,0,282589,0,0,0,0,0,35419,3352,3948749,0,0,0,2992997,445840465,0,1259,0,369383,69814570,109
535210533,2501044,25232,2077,273199,23001,130,0,100,1066,0,200512,2184440,25384,0,273047,0,0,0,0,0,34248,4202,3839782,0,0,0,2993892,450974827,0,1371,0,378863,70458517,113
540213246,2501406,25135,2754,276371,23962,124,0,98,1080,0,199988,2209628,25315,0,276191,0,0,0,0,0,34618,4197,3853413,0,0,0,2994847,456177281,0,1470,0,387118,71110920,106
545215317,2500887,24763,2218,273930,23979,118,19,102,1064,1,196921,2190434,24893,0,273800,0,0,0,0,0,34313,4339,3828452,0,0,0,2989107,461291450,0,1572,0,396214,71766661,114
550218221,2501013,20185,2293,279787,29324,120,19,79,1092,1,160269,2179942,28511,0,271461,0,0,0,0,0,34145,3814,3810177,0,0,0,2992385,466401824,0,1678,0,405182,72414702,128
555218328,2500001,22556,2420,276653,28242,110,0,85,1084,0,179342,2212279,22679,0,276530,0,0,0,0,0,34649,4153,3852195,0,0,0,2993216,471612883,0,1781,0,413523,73068167,129
560219541,2501058,25048,2281,274169,27159,94,18,96,1072,1,199495,2192554,25150,0,274067,0,0,0,0,0,34326,4166,3815722,0,0,0,2994467,476822396,0,1883,0,421938,73721370,123
565221578,2500662,18261,2639,285571,30338,80,18,75,1111,1,145290,2054441,51126,0,252706,0,0,0,0,0,32153,3723,3577602,0,0,0,2993755,481811253,0,1977,0,429461,74375660,129
570223753,2501246,31109,3666,266804,26323,142,0,117,1047,0,247423,2133172,31273,0,266640,0,0,0,0,0,33427,5081,3724475,0,0,0,2994489,486862773,0,2086,0,439785,75020177,120
575226055,2501067,25127,2350,272275,24886,140,0,96,1066,0,199784,2176829,25308,0,272094,0,0,0,0,0,34114,4335,3801819,0,0,0,2994140,491979849,0,2205,0,449946,75665677,129
580227639,2500658,24423,2256,277865,28890,96,0,90,1091,0,194194,2193357,28636,0,273652,0,0,0,0,0,34362,4308,3808286,0,0,0,2993728,497215374,0,2310,0,458790,76325769,127
585229884,2500866,24750,2153,275483,28589,110,35,95,1076,2,196838,2202841,24883,0,275350,0,0,0,0,0,34496,4198,3822700,0,0,0,2994167,502491736,0,2417,0,466983,76987485,125
590231815,2501510,25086,2652,272852,25094,92,0,97,1067,0,199694,2181998,25192,0,272746,0,0,0,0,0,34158,4038,3796521,0,0,0,2995303,507676376,0,2520,0,475588,77637576,115
